+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| url     | Number | Number_ | Start_o | End_of_ | Image   | Image_a | Image_l | Name    | Name_li |
|         |        |         |         |         | and_sho |         | 896.jpg |         |         |
|         |        |         |         |         | ulders_ |         |         |         |         |
|         |        |         |         |         | bw_phot |         |         |         |         |
|         |        |         |         |         | o%2C_18 |         |         |         |         |
|         |        |         |         |         | 96.jpg/ |         |         |         |         |
|         |        |         |         |         | 165px-B |         |         |         |         |
|         |        |         |         |         | enjamin |         |         |         |         |
|         |        |         |         |         | _Harris |         |         |         |         |
|         |        |         |         |         | on%2C_h |         |         |         |         |
|         |        |         |         |         | ead_and |         |         |         |         |
|         |        |         |         |         | _should |         |         |         |         |
|         |        |         |         |         | ers_bw_ |         |         |         |         |
|         |        |         |         |         | photo%2 |         |         |         |         |
|         |        |         |         |         | C_1896. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 24     | https:/ | March   | March   | https:/ | Grover  | https:/ | Grover  | https:/ |
| /en.wik |        | /en.wik | 4, 1893 | 4, 1897 | /upload | Clevela | /en.wik | Clevela | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | nd -    | ipedia. | nd      | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | NARA -  | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | 518139  | i/File: |         | i/Grove |
| of_Pres |        | dencies |         |         | dia/com | (croppe | Grover_ |         | r_Cleve |
| idents_ |        | _of_Gro |         |         | mons/th | d).jpg  | Clevela |         | land    |
| of_the_ |        | ver_Cle |         |         | umb/f/f |         | nd_-_NA |         |         |
| United_ |        | veland  |         |         | 3/Grove |         | RA_-_51 |         |         |
| States  |        |         |         |         | r_Cleve |         | 8139_(c |         |         |
|         |        |         |         |         | land_-_ |         | ropped) |         |         |
|         |        |         |         |         | NARA_-_ |         | .jpg    |         |         |
|         |        |         |         |         | 518139_ |         |         |         |         |
|         |        |         |         |         | %28crop |         |         |         |         |
|         |        |         |         |         | ped%29. |         |         |         |         |
|         |        |         |         |         | jpg/165 |         |         |         |         |
|         |        |         |         |         | px-Grov |         |         |         |         |
|         |        |         |         |         | er_Clev |         |         |         |         |
|         |        |         |         |         | eland_- |         |         |         |         |
|         |        |         |         |         | _NARA_- |         |         |         |         |
|         |        |         |         |         | _518139 |         |         |         |         |
|         |        |         |         |         | _%28cro |         |         |         |         |
|         |        |         |         |         | pped%29 |         |         |         |         |
|         |        |         |         |         | .jpg    |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 25     | https:/ | March   | Septemb | https:/ | Mckinle | https:/ | William | https:/ |
| /en.wik |        | /en.wik | 4, 1897 | er 14,  | /upload | y.jpg   | /en.wik | McKinle | /en.wik |
| ipedia. |        | ipedia. |         | 1901    | .wikime |         | ipedia. | y       | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Willi |
| of_Pres |        | dency_o |         |         | dia/com |         | Mckinle |         | am_McKi |
| idents_ |        | f_Willi |         |         | mons/th |         | y.jpg   |         | nley    |
| of_the_ |        | am_McKi |         |         | umb/6/6 |         |         |         |         |
| United_ |        | nley    |         |         | d/Mckin |         |         |         |         |
| States  |        |         |         |         | ley.jpg |         |         |         |         |
|         |        |         |         |         | /165px- |         |         |         |         |
|         |        |         |         |         | Mckinle |         |         |         |         |
|         |        |         |         |         | y.jpg   |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 25     | https:/ | March   | Septemb | https:/ | Mckinle | https:/ | William | https:/ |
| /en.wik |        | /en.wik | 4, 1897 | er 14,  | /upload | y.jpg   | /en.wik | McKinle | /en.wik |
| ipedia. |        | ipedia. |         | 1901    | .wikime |         | ipedia. | y       | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Willi |
| of_Pres |        | dency_o |         |         | dia/com |         | Mckinle |         | am_McKi |
| idents_ |        | f_Willi |         |         | mons/th |         | y.jpg   |         | nley    |
| of_the_ |        | am_McKi |         |         | umb/6/6 |         |         |         |         |
| United_ |        | nley    |         |         | d/Mckin |         |         |         |         |
| States  |        |         |         |         | ley.jpg |         |         |         |         |
|         |        |         |         |         | /165px- |         |         |         |         |
|         |        |         |         |         | Mckinle |         |         |         |         |
|         |        |         |         |         | y.jpg   |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 25     | https:/ | March   | Septemb | https:/ | Mckinle | https:/ | William | https:/ |
| /en.wik |        | /en.wik | 4, 1897 | er 14,  | /upload | y.jpg   | /en.wik | McKinle | /en.wik |
| ipedia. |        | ipedia. |         | 1901    | .wikime |         | ipedia. | y       | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Willi |
| of_Pres |        | dency_o |         |         | dia/com |         | Mckinle |         | am_McKi |
| idents_ |        | f_Willi |         |         | mons/th |         | y.jpg   |         | nley    |
| of_the_ |        | am_McKi |         |         | umb/6/6 |         |         |         |         |
| United_ |        | nley    |         |         | d/Mckin |         |         |         |         |
| States  |        |         |         |         | ley.jpg |         |         |         |         |
|         |        |         |         |         | /165px- |         |         |         |         |
|         |        |         |         |         | Mckinle |         |         |         |         |
|         |        |         |         |         | y.jpg   |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 26     | https:/ | Septemb | March   | https:/ | Preside | https:/ | Theodor | https:/ |
| /en.wik |        | /en.wik | er 14,  | 4, 1909 | /upload | nt Roos | /en.wik | e Roose | /en.wik |
| ipedia. |        | ipedia. | 1901    |         | .wikime | evelt - | ipedia. | velt    | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | Pach Br | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | os.tif  | i/File: |         | i/Theod |
| of_Pres |        | dency_o |         |         | dia/com |         | Preside |         | ore_Roo |
| idents_ |        | f_Theod |         |         | mons/th |         | nt_Roos |         | sevelt  |
| of_the_ |        | ore_Roo |         |         | umb/4/4 |         | evelt_- |         |         |
| United_ |        | sevelt  |         |         | 2/Presi |         | _Pach_B |         |         |
| States  |        |         |         |         | dent_Ro |         | ros.tif |         |         |
|         |        |         |         |         | osevelt |         |         |         |         |
|         |        |         |         |         | _-_Pach |         |         |         |         |
|         |        |         |         |         | _Bros.t |         |         |         |         |
|         |        |         |         |         | if/loss |         |         |         |         |
|         |        |         |         |         | y-page1 |         |         |         |         |
|         |        |         |         |         | -165px- |         |         |         |         |
|         |        |         |         |         | Preside |         |         |         |         |
|         |        |         |         |         | nt_Roos |         |         |         |         |
|         |        |         |         |         | evelt_- |         |         |         |         |
|         |        |         |         |         | _Pach_B |         |         |         |         |
|         |        |         |         |         | ros.tif |         |         |         |         |
|         |        |         |         |         | .jpg    |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 26     | https:/ | Septemb | March   | https:/ | Preside | https:/ | Theodor | https:/ |
| /en.wik |        | /en.wik | er 14,  | 4, 1909 | /upload | nt Roos | /en.wik | e Roose | /en.wik |
| ipedia. |        | ipedia. | 1901    |         | .wikime | evelt - | ipedia. | velt    | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | Pach Br | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | os.tif  | i/File: |         | i/Theod |
| of_Pres |        | dency_o |         |         | dia/com |         | Preside |         | ore_Roo |
| idents_ |        | f_Theod |         |         | mons/th |         | nt_Roos |         | sevelt  |
| of_the_ |        | ore_Roo |         |         | umb/4/4 |         | evelt_- |         |         |
| United_ |        | sevelt  |         |         | 2/Presi |         | _Pach_B |         |         |
| States  |        |         |         |         | dent_Ro |         | ros.tif |         |         |
|         |        |         |         |         | osevelt |         |         |         |         |
|         |        |         |         |         | _-_Pach |         |         |         |         |
|         |        |         |         |         | _Bros.t |         |         |         |         |
|         |        |         |         |         | if/loss |         |         |         |         |
|         |        |         |         |         | y-page1 |         |         |         |         |
|         |        |         |         |         | -165px- |         |         |         |         |
|         |        |         |         |         | Preside |         |         |         |         |
|         |        |         |         |         | nt_Roos |         |         |         |         |
|         |        |         |         |         | evelt_- |         |         |         |         |
|         |        |         |         |         | _Pach_B |         |         |         |         |
|         |        |         |         |         | ros.tif |         |         |         |         |
|         |        |         |         |         | .jpg    |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 27     | https:/ | March   | March   | https:/ | William | https:/ | William | https:/ |
| /en.wik |        | /en.wik | 4, 1909 | 4, 1913 | /upload | Howard  | /en.wik | Howard  | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | Taft,   | ipedia. | Taft    | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | head-   | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | and-sho | i/File: |         | i/Willi |
| of_Pres |        | dency_o |         |         | dia/com | ulders  | William |         | am_Howa |
| idents_ |        | f_Willi |         |         | mons/th | portrai | _Howard |         | rd_Taft |
| of_the_ |        | am_Howa |         |         | umb/e/e | t,      | _Taft,_ |         |         |
| United_ |        | rd_Taft |         |         | 5/Willi | facing  | head-   |         |         |
| States  |        |         |         |         | am_Howa | front.t | and-sho |         |         |
|         |        |         |         |         | rd_Taft | if      | ulders_ |         |         |
|         |        |         |         |         | %2C_hea |         | portrai |         |         |
|         |        |         |         |         | d-and-s |         | t,_faci |         |         |
|         |        |         |         |         | houlder |         | ng_fron |         |         |
|         |        |         |         |         | s_portr |         | t.tif   |         |         |
|         |        |         |         |         | ait%2C_ |         |         |         |         |
|         |        |         |         |         | facing_ |         |         |         |         |
|         |        |         |         |         | front.t |         |         |         |         |
|         |        |         |         |         | if/loss |         |         |         |         |
|         |        |         |         |         | y-page1 |         |         |         |         |
|         |        |         |         |         | -165px- |         |         |         |         |
|         |        |         |         |         | William |         |         |         |         |
|         |        |         |         |         | _Howard |         |         |         |         |
|         |        |         |         |         | _Taft%2 |         |         |         |         |
|         |        |         |         |         | C_head- |         |         |         |         |
|         |        |         |         |         | and-sho |         |         |         |         |
|         |        |         |         |         | ulders_ |         |         |         |         |
|         |        |         |         |         | portrai |         |         |         |         |
|         |        |         |         |         | t%2C_fa |         |         |         |         |
|         |        |         |         |         | cing_fr |         |         |         |         |
|         |        |         |         |         | ont.tif |         |         |         |         |
|         |        |         |         |         | .jpg    |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 27     | https:/ | March   | March   | https:/ | William | https:/ | William | https:/ |
| /en.wik |        | /en.wik | 4, 1909 | 4, 1913 | /upload | Howard  | /en.wik | Howard  | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | Taft,   | ipedia. | Taft    | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | head-   | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | and-sho | i/File: |         | i/Willi |
| of_Pres |        | dency_o |         |         | dia/com | ulders  | William |         | am_Howa |
| idents_ |        | f_Willi |         |         | mons/th | portrai | _Howard |         | rd_Taft |
| of_the_ |        | am_Howa |         |         | umb/e/e | t,      | _Taft,_ |         |         |
| United_ |        | rd_Taft |         |         | 5/Willi | facing  | head-   |         |         |
| States  |        |         |         |         | am_Howa | front.t | and-sho |         |         |
|         |        |         |         |         | rd_Taft | if      | ulders_ |         |         |
|         |        |         |         |         | %2C_hea |         | portrai |         |         |
|         |        |         |         |         | d-and-s |         | t,_faci |         |         |
|         |        |         |         |         | houlder |         | ng_fron |         |         |
|         |        |         |         |         | s_portr |         | t.tif   |         |         |
|         |        |         |         |         | ait%2C_ |         |         |         |         |
|         |        |         |         |         | facing_ |         |         |         |         |
|         |        |         |         |         | front.t |         |         |         |         |
|         |        |         |         |         | if/loss |         |         |         |         |
|         |        |         |         |         | y-page1 |         |         |         |         |
|         |        |         |         |         | -165px- |         |         |         |         |
|         |        |         |         |         | William |         |         |         |         |
|         |        |         |         |         | _Howard |         |         |         |         |
|         |        |         |         |         | _Taft%2 |         |         |         |         |
|         |        |         |         |         | C_head- |         |         |         |         |
|         |        |         |         |         | and-sho |         |         |         |         |
|         |        |         |         |         | ulders_ |         |         |         |         |
|         |        |         |         |         | portrai |         |         |         |         |
|         |        |         |         |         | t%2C_fa |         |         |         |         |
|         |        |         |         |         | cing_fr |         |         |         |         |
|         |        |         |         |         | ont.tif |         |         |         |         |
|         |        |         |         |         | .jpg    |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 28     | https:/ | March   | March   | https:/ | Woodrow | https:/ | Woodrow | https:/ |
| /en.wik |        | /en.wik | 4, 1913 | 4, 1921 | /upload | Wilson- | /en.wik | Wilson  | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | H&E.jpg | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Woodr |
| of_Pres |        | dency_o |         |         | dia/com |         | Woodrow |         | ow_Wils |
| idents_ |        | f_Woodr |         |         | mons/th |         | _Wilson |         | on      |
| of_the_ |        | ow_Wils |         |         | umb/4/4 |         | -H%26E. |         |         |
| United_ |        | on      |         |         | d/Woodr |         | jpg     |         |         |
| States  |        |         |         |         | ow_Wils |         |         |         |         |
|         |        |         |         |         | on-H%26 |         |         |         |         |
|         |        |         |         |         | E.jpg/1 |         |         |         |         |
|         |        |         |         |         | 65px-Wo |         |         |         |         |
|         |        |         |         |         | odrow_W |         |         |         |         |
|         |        |         |         |         | ilson-H |         |         |         |         |
|         |        |         |         |         | %26E.jp |         |         |         |         |
|         |        |         |         |         | g       |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 28     | https:/ | March   | March   | https:/ | Woodrow | https:/ | Woodrow | https:/ |
| /en.wik |        | /en.wik | 4, 1913 | 4, 1921 | /upload | Wilson- | /en.wik | Wilson  | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | H&E.jpg | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Woodr |
| of_Pres |        | dency_o |         |         | dia/com |         | Woodrow |         | ow_Wils |
| idents_ |        | f_Woodr |         |         | mons/th |         | _Wilson |         | on      |
| of_the_ |        | ow_Wils |         |         | umb/4/4 |         | -H%26E. |         |         |
| United_ |        | on      |         |         | d/Woodr |         | jpg     |         |         |
| States  |        |         |         |         | ow_Wils |         |         |         |         |
|         |        |         |         |         | on-H%26 |         |         |         |         |
|         |        |         |         |         | E.jpg/1 |         |         |         |         |
|         |        |         |         |         | 65px-Wo |         |         |         |         |
|         |        |         |         |         | odrow_W |         |         |         |         |
|         |        |         |         |         | ilson-H |         |         |         |         |
|         |        |         |         |         | %26E.jp |         |         |         |         |
|         |        |         |         |         | g       |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 29     | https:/ | March   | August  | https:/ | Warren  | https:/ | Warren  | https:/ |
| /en.wik |        | /en.wik | 4, 1921 | 2, 1923 | /upload | G Hardi | /en.wik | G.      | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | ng-     | ipedia. | Harding | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | Harris  | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | & Ewing | i/File: |         | i/Warre |
| of_Pres |        | dency_o |         |         | dia/com | .jpg    | Warren_ |         | n_G._Ha |
| idents_ |        | f_Warre |         |         | mons/th |         | G_Hardi |         | rding   |
| of_the_ |        | n_G._Ha |         |         | umb/c/c |         | ng-Harr |         |         |
| United_ |        | rding   |         |         | 4/Warre |         | is_%26_ |         |         |
| States  |        |         |         |         | n_G_Har |         | Ewing.j |         |         |
|         |        |         |         |         | ding-Ha |         | pg      |         |         |
|         |        |         |         |         | rris_%2 |         |         |         |         |
|         |        |         |         |         | 6_Ewing |         |         |         |         |
|         |        |         |         |         | .jpg/16 |         |         |         |         |
|         |        |         |         |         | 5px-War |         |         |         |         |
|         |        |         |         |         | ren_G_H |         |         |         |         |
|         |        |         |         |         | arding- |         |         |         |         |
|         |        |         |         |         | Harris_ |         |         |         |         |
|         |        |         |         |         | %26_Ewi |         |         |         |         |
|         |        |         |         |         | ng.jpg  |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 30     | https:/ | August  | March   | https:/ | Calvin  | https:/ | Calvin  | https:/ |
| /en.wik |        | /en.wik | 2, 1923 | 4, 1929 | /upload | Coolidg | /en.wik | Coolidg | /en.wik |
| ipedia. |        | ipedia. |  [q]    |         | .wikime | e, bw   | ipedia. | e       | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | head    | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | and sho | i/File: |         | i/Calvi |
| of_Pres |        | dency_o |         |         | dia/com | ulders  | Calvin_ |         | n_Cooli |
| idents_ |        | f_Calvi |         |         | mons/th | photo p | Coolidg |         | dge     |
| of_the_ |        | n_Cooli |         |         | umb/3/3 | ortrait | e,_bw_h |         |         |
| United_ |        | dge     |         |         | 7/Calvi | seated, | ead_and |         |         |
| States  |        |         |         |         | n_Cooli | 1919.jp | _should |         |         |
|         |        |         |         |         | dge%2C_ | g       | ers_pho |         |         |
|         |        |         |         |         | bw_head |         | to_port |         |         |
|         |        |         |         |         | _and_sh |         | rait_se |         |         |
|         |        |         |         |         | oulders |         | ated,_1 |         |         |
|         |        |         |         |         | _photo_ |         | 919.jpg |         |         |
|         |        |         |         |         | portrai |         |         |         |         |
|         |        |         |         |         | t_seate |         |         |         |         |
|         |        |         |         |         | d%2C_19 |         |         |         |         |
|         |        |         |         |         | 19.jpg/ |         |         |         |         |
|         |        |         |         |         | 165px-C |         |         |         |         |
|         |        |         |         |         | alvin_C |         |         |         |         |
|         |        |         |         |         | oolidge |         |         |         |         |
|         |        |         |         |         | %2C_bw_ |         |         |         |         |
|         |        |         |         |         | head_an |         |         |         |         |
|         |        |         |         |         | d_shoul |         |         |         |         |
|         |        |         |         |         | ders_ph |         |         |         |         |
|         |        |         |         |         | oto_por |         |         |         |         |
|         |        |         |         |         | trait_s |         |         |         |         |
|         |        |         |         |         | eated%2 |         |         |         |         |
|         |        |         |         |         | C_1919. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 30     | https:/ | August  | March   | https:/ | Calvin  | https:/ | Calvin  | https:/ |
| /en.wik |        | /en.wik | 2, 1923 | 4, 1929 | /upload | Coolidg | /en.wik | Coolidg | /en.wik |
| ipedia. |        | ipedia. |  [q]    |         | .wikime | e, bw   | ipedia. | e       | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | head    | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | and sho | i/File: |         | i/Calvi |
| of_Pres |        | dency_o |         |         | dia/com | ulders  | Calvin_ |         | n_Cooli |
| idents_ |        | f_Calvi |         |         | mons/th | photo p | Coolidg |         | dge     |
| of_the_ |        | n_Cooli |         |         | umb/3/3 | ortrait | e,_bw_h |         |         |
| United_ |        | dge     |         |         | 7/Calvi | seated, | ead_and |         |         |
| States  |        |         |         |         | n_Cooli | 1919.jp | _should |         |         |
|         |        |         |         |         | dge%2C_ | g       | ers_pho |         |         |
|         |        |         |         |         | bw_head |         | to_port |         |         |
|         |        |         |         |         | _and_sh |         | rait_se |         |         |
|         |        |         |         |         | oulders |         | ated,_1 |         |         |
|         |        |         |         |         | _photo_ |         | 919.jpg |         |         |
|         |        |         |         |         | portrai |         |         |         |         |
|         |        |         |         |         | t_seate |         |         |         |         |
|         |        |         |         |         | d%2C_19 |         |         |         |         |
|         |        |         |         |         | 19.jpg/ |         |         |         |         |
|         |        |         |         |         | 165px-C |         |         |         |         |
|         |        |         |         |         | alvin_C |         |         |         |         |
|         |        |         |         |         | oolidge |         |         |         |         |
|         |        |         |         |         | %2C_bw_ |         |         |         |         |
|         |        |         |         |         | head_an |         |         |         |         |
|         |        |         |         |         | d_shoul |         |         |         |         |
|         |        |         |         |         | ders_ph |         |         |         |         |
|         |        |         |         |         | oto_por |         |         |         |         |
|         |        |         |         |         | trait_s |         |         |         |         |
|         |        |         |         |         | eated%2 |         |         |         |         |
|         |        |         |         |         | C_1919. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 31     | https:/ | March   | March   | https:/ | Preside | https:/ | Herbert | https:/ |
| /en.wik |        | /en.wik | 4, 1929 | 4, 1933 | /upload | nt      | /en.wik | Hoover  | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | Hoover  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | portrai | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | t.tif   | i/File: |         | i/Herbe |
| of_Pres |        | dency_o |         |         | dia/com |         | Preside |         | rt_Hoov |
| idents_ |        | f_Herbe |         |         | mons/th |         | nt_Hoov |         | er      |
| of_the_ |        | rt_Hoov |         |         | umb/3/3 |         | er_port |         |         |
| United_ |        | er      |         |         | f/Presi |         | rait.ti |         |         |
| States  |        |         |         |         | dent_Ho |         | f       |         |         |
|         |        |         |         |         | over_po |         |         |         |         |
|         |        |         |         |         | rtrait. |         |         |         |         |
|         |        |         |         |         | tif/los |         |         |         |         |
|         |        |         |         |         | sy-page |         |         |         |         |
|         |        |         |         |         | 1-165px |         |         |         |         |
|         |        |         |         |         | -Presid |         |         |         |         |
|         |        |         |         |         | ent_Hoo |         |         |         |         |
|         |        |         |         |         | ver_por |         |         |         |         |
|         |        |         |         |         | trait.t |         |         |         |         |
|         |        |         |         |         | if.jpg  |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 32     | https:/ |         |         | https:/ | FDR     | https:/ | Frankli | https:/ |
| /en.wik |        | /en.wik |         |         | /upload | 1944    | /en.wik | n D. Ro | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | Color P | ipedia. | osevelt | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ortrait | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | .tif    | i/File: |         | i/Frank |
| of_Pres |        | dency_o |         |         | dia/com |         | FDR_194 |         | lin_D._ |
| idents_ |        | f_Frank |         |         | mons/th |         | 4_Color |         | Rooseve |
| of_the_ |        | lin_D._ |         |         | umb/3/3 |         | _Portra |         | lt      |
| United_ |        | Rooseve |         |         | 0/FDR_1 |         | it.tif  |         |         |
| States  |        | lt      |         |         | 944_Col |         |         |         |         |
|         |        |         |         |         | or_Port |         |         |         |         |
|         |        |         |         |         | rait.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-F |         |         |         |         |
|         |        |         |         |         | DR_1944 |         |         |         |         |
|         |        |         |         |         | _Color_ |         |         |         |         |
|         |        |         |         |         | Portrai |         |         |         |         |
|         |        |         |         |         | t.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 32     | https:/ |         |         | https:/ | FDR     | https:/ | Frankli | https:/ |
| /en.wik |        | /en.wik |         |         | /upload | 1944    | /en.wik | n D. Ro | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | Color P | ipedia. | osevelt | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ortrait | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | .tif    | i/File: |         | i/Frank |
| of_Pres |        | dency_o |         |         | dia/com |         | FDR_194 |         | lin_D._ |
| idents_ |        | f_Frank |         |         | mons/th |         | 4_Color |         | Rooseve |
| of_the_ |        | lin_D._ |         |         | umb/3/3 |         | _Portra |         | lt      |
| United_ |        | Rooseve |         |         | 0/FDR_1 |         | it.tif  |         |         |
| States  |        | lt      |         |         | 944_Col |         |         |         |         |
|         |        |         |         |         | or_Port |         |         |         |         |
|         |        |         |         |         | rait.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-F |         |         |         |         |
|         |        |         |         |         | DR_1944 |         |         |         |         |
|         |        |         |         |         | _Color_ |         |         |         |         |
|         |        |         |         |         | Portrai |         |         |         |         |
|         |        |         |         |         | t.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 32     | https:/ |         |         | https:/ | FDR     | https:/ | Frankli | https:/ |
| /en.wik |        | /en.wik |         |         | /upload | 1944    | /en.wik | n D. Ro | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | Color P | ipedia. | osevelt | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ortrait | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | .tif    | i/File: |         | i/Frank |
| of_Pres |        | dency_o |         |         | dia/com |         | FDR_194 |         | lin_D._ |
| idents_ |        | f_Frank |         |         | mons/th |         | 4_Color |         | Rooseve |
| of_the_ |        | lin_D._ |         |         | umb/3/3 |         | _Portra |         | lt      |
| United_ |        | Rooseve |         |         | 0/FDR_1 |         | it.tif  |         |         |
| States  |        | lt      |         |         | 944_Col |         |         |         |         |
|         |        |         |         |         | or_Port |         |         |         |         |
|         |        |         |         |         | rait.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-F |         |         |         |         |
|         |        |         |         |         | DR_1944 |         |         |         |         |
|         |        |         |         |         | _Color_ |         |         |         |         |
|         |        |         |         |         | Portrai |         |         |         |         |
|         |        |         |         |         | t.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 32     | https:/ |         |         | https:/ | FDR     | https:/ | Frankli | https:/ |
| /en.wik |        | /en.wik |         |         | /upload | 1944    | /en.wik | n D. Ro | /en.wik |
| ipedia. |        | ipedia. |         |         | .wikime | Color P | ipedia. | osevelt | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ortrait | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | .tif    | i/File: |         | i/Frank |
| of_Pres |        | dency_o |         |         | dia/com |         | FDR_194 |         | lin_D._ |
| idents_ |        | f_Frank |         |         | mons/th |         | 4_Color |         | Rooseve |
| of_the_ |        | lin_D._ |         |         | umb/3/3 |         | _Portra |         | lt      |
| United_ |        | Rooseve |         |         | 0/FDR_1 |         | it.tif  |         |         |
| States  |        | lt      |         |         | 944_Col |         |         |         |         |
|         |        |         |         |         | or_Port |         |         |         |         |
|         |        |         |         |         | rait.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-F |         |         |         |         |
|         |        |         |         |         | DR_1944 |         |         |         |         |
