+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| url     | Country | Country | Populat | Yearly_ | Net_Cha | Density | Land_Ar | Migrant | Fert_R |
| www.wor | tan     | www.wor | 32      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/kyr |         |         |         |         |         |         |        |
| ulation |         | gyzstan |         |         |         |         |         |         |        |
| -by-cou |         | -popula |         |         |         |         |         |         |        |
| ntry/   |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Lebanon | http:// | 6,093,5 | 0.18 %  | 11,152  | 596     | 10,230  | 250,000 | 1.700  |
| www.wor |         | www.wor | 09      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/leb |         |         |         |         |         |         |        |
| ulation |         | anon-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Turkmen | http:// | 5,851,4 | 1.62 %  | 93,391  | 12      | 469,930 | -10,000 | 3      |
| www.wor | istan   | www.wor | 66      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/tur |         |         |         |         |         |         |        |
| ulation |         | kmenist |         |         |         |         |         |         |        |
| -by-cou |         | an-popu |         |         |         |         |         |         |        |
| ntry/   |         | lation/ |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Singapo | http:// | 5,791,9 | 1.45 %  | 83,057  | 8,274   | 700     | 67,586  | 1.200  |
| www.wor | re      | www.wor | 01      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/sin |         |         |         |         |         |         |        |
| ulation |         | gapore- |         |         |         |         |         |         |        |
| -by-cou |         | populat |         |         |         |         |         |         |        |
| ntry/   |         | ion/    |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Denmark | http:// | 5,754,3 | 0.36 %  | 20,805  | 136     | 42,430  | 21,368  | 1.700  |
| www.wor |         | www.wor | 56      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/den |         |         |         |         |         |         |        |
| ulation |         | mark-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Finland | http:// | 5,542,5 | 0.35 %  | 19,286  | 18      | 303,890 | 16,283  | 1.800  |
| www.wor |         | www.wor | 17      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/fin |         |         |         |         |         |         |        |
| ulation |         | land-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Slovaki | http:// | 5,449,8 | 0.04 %  | 2,154   | 113     | 48,088  | 2,269   | 1.400  |
| www.wor | a       | www.wor | 16      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/slo |         |         |         |         |         |         |        |
| ulation |         | vakia-p |         |         |         |         |         |         |        |
| -by-cou |         | opulati |         |         |         |         |         |         |        |
| ntry/   |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Congo   | http:// | 5,399,8 | 2.64 %  | 139,145 | 16      | 341,500 | -12,000 | 4.900  |
| www.wor |         | www.wor | 95      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/con |         |         |         |         |         |         |        |
| ulation |         | go-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Norway  | http:// | 5,353,3 | 0.90 %  | 47,980  | 15      | 365,268 | 44,363  | 1.800  |
| www.wor |         | www.wor | 63      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/nor |         |         |         |         |         |         |        |
| ulation |         | way-pop |         |         |         |         |         |         |        |
| -by-cou |         | ulation |         |         |         |         |         |         |        |
| ntry/   |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Eritrea | http:// | 5,187,9 | 2.35 %  | 119,117 | 51      | 101,000 | -32,000 | 4.400  |
| www.wor |         | www.wor | 48      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/eri |         |         |         |         |         |         |        |
| ulation |         | trea-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | State   | http:// | 5,052,7 | 2.68 %  | 132,052 | 839     | 6,020   | -8,750  | 4.300  |
| www.wor | of Pale | www.wor | 76      |         |         |         |         |         |        |
| ldomete | stine   | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/sta |         |         |         |         |         |         |        |
| ulation |         | te-of-p |         |         |         |         |         |         |        |
| -by-cou |         | alestin |         |         |         |         |         |         |        |
| ntry/   |         | e-popul |         |         |         |         |         |         |        |
|         |         | ation/  |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Costa   | http:// | 4,953,1 | 0.97 %  | 47,430  | 97      | 51,060  | 3,932   | 1.900  |
| www.wor | Rica    | www.wor | 99      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/cos |         |         |         |         |         |         |        |
| ulation |         | ta-     |         |         |         |         |         |         |        |
| -by-cou |         | rica-po |         |         |         |         |         |         |        |
| ntry/   |         | pulatio |         |         |         |         |         |         |        |
|         |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Liberia | http:// | 4,853,5 | 2.57 %  | 121,610 | 50      | 96,320  | -4,000  | 4.800  |
| www.wor |         | www.wor | 16      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/lib |         |         |         |         |         |         |        |
| ulation |         | eria-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Oman    | http:// | 4,829,9 | 4.18 %  | 193,684 | 16      | 309,500 | 163,500 | 2.900  |
| www.wor |         | www.wor | 46      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/oma |         |         |         |         |         |         |        |
| ulation |         | n-popul |         |         |         |         |         |         |        |
| -by-cou |         | ation/  |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Ireland | http:// | 4,803,7 | 0.88 %  | 42,091  | 70      | 68,890  | -27,999 | 2      |
| www.wor |         | www.wor | 48      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/ire |         |         |         |         |         |         |        |
| ulation |         | land-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | New     | http:// | 4,749,5 | 0.93 %  | 43,780  | 18      | 263,310 | 18,179  | 2      |
| www.wor | Zealand | www.wor | 98      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/new |         |         |         |         |         |         |        |
| ulation |         | -zealan |         |         |         |         |         |         |        |
| -by-cou |         | d-popul |         |         |         |         |         |         |        |
| ntry/   |         | ation/  |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Central | http:// | 4,737,4 | 1.68 %  | 78,343  | 8       | 622,980 | -79,226 | 5.100  |
| www.wor | African | www.wor | 23      |         |         |         |         |         |        |
| ldomete | Republi | ldomete |         |         |         |         |         |         |        |
| rs.info | c       | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/cen |         |         |         |         |         |         |        |
| ulation |         | tral-af |         |         |         |         |         |         |        |
| -by-cou |         | rican-r |         |         |         |         |         |         |        |
| ntry/   |         | epublic |         |         |         |         |         |         |        |
|         |         | -popula |         |         |         |         |         |         |        |
|         |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Maurita | http:// | 4,540,0 | 2.71 %  | 119,884 | 4       | 1,030,7 | 8,000   | 4.900  |
| www.wor | nia     | www.wor | 68      |         |         |         | 00      |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/mau |         |         |         |         |         |         |        |
| ulation |         | ritania |         |         |         |         |         |         |        |
| -by-cou |         | -popula |         |         |         |         |         |         |        |
| ntry/   |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Kuwait  | http:// | 4,197,1 | 1.46 %  | 60,600  | 236     | 17,820  | 134,000 | 2.100  |
| www.wor |         | www.wor | 28      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/kuw |         |         |         |         |         |         |        |
| ulation |         | ait-pop |         |         |         |         |         |         |        |
| -by-cou |         | ulation |         |         |         |         |         |         |        |
| ntry/   |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Croatia | http:// | 4,164,7 | -0.59 % | -24,570 | 74      | 55,960  | -6,554  | 1.500  |
| www.wor |         | www.wor | 83      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/cro |         |         |         |         |         |         |        |
| ulation |         | atia-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Panama  | http:// | 4,162,6 | 1.56 %  | 64,031  | 56      | 74,340  | 5,621   | 2.600  |
| www.wor |         | www.wor | 18      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/pan |         |         |         |         |         |         |        |
| ulation |         | ama-pop |         |         |         |         |         |         |        |
| -by-cou |         | ulation |         |         |         |         |         |         |        |
| ntry/   |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Moldova | http:// | 4,041,0 | -0.25 % | -10,147 | 123     | 32,850  | -1,906  | 1.300  |
| www.wor |         | www.wor | 65      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/mol |         |         |         |         |         |         |        |
| ulation |         | dova-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Georgia | http:// | 3,907,1 | -0.13 % | -4,930  | 56      | 69,490  | -61,054 | 2      |
| www.wor |         | www.wor | 31      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/geo |         |         |         |         |         |         |        |
| ulation |         | rgia-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Puerto  | http:// | 3,659,0 | -0.11 % | -4,124  | 413     | 8,870   | -20,706 | 1.500  |
| www.wor | Rico    | www.wor | 07      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/pue |         |         |         |         |         |         |        |
| ulation |         | rto-    |         |         |         |         |         |         |        |
| -by-cou |         | rico-po |         |         |         |         |         |         |        |
| ntry/   |         | pulatio |         |         |         |         |         |         |        |
|         |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Bosnia  | http:// | 3,503,5 | -0.10 % | -3,463  | 69      | 51,000  | -32,274 | 1.300  |
| www.wor | & Herze | www.wor | 54      |         |         |         |         |         |        |
| ldomete | govina  | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/bos |         |         |         |         |         |         |        |
| ulation |         | nia-    |         |         |         |         |         |         |        |
| -by-cou |         | and-her |         |         |         |         |         |         |        |
| ntry/   |         | zegovin |         |         |         |         |         |         |        |
|         |         | a-popul |         |         |         |         |         |         |        |
|         |         | ation/  |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Uruguay | http:// | 3,469,5 | 0.37 %  | 12,801  | 20      | 175,020 | -6,000  | 2      |
| www.wor |         | www.wor | 51      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/uru |         |         |         |         |         |         |        |
| ulation |         | guay-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Mongoli | http:// | 3,121,7 | 1.50 %  | 46,125  | 2       | 1,553,5 | -3,000  | 2.800  |
| www.wor | a       | www.wor | 72      |         |         |         | 60      |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/mon |         |         |         |         |         |         |        |
| ulation |         | golia-p |         |         |         |         |         |         |        |
| -by-cou |         | opulati |         |         |         |         |         |         |        |
| ntry/   |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Albania | http:// | 2,934,3 | 0.14 %  | 4,176   | 107     | 27,400  | -18,685 | 1.700  |
| www.wor |         | www.wor | 63      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/alb |         |         |         |         |         |         |        |
| ulation |         | ania-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Armenia | http:// | 2,934,1 | 0.13 %  | 3,702   | 103     | 28,470  | -6,107  | 1.700  |
| www.wor |         | www.wor | 52      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/arm |         |         |         |         |         |         |        |
| ulation |         | enia-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Jamaica | http:// | 2,898,6 | 0.29 %  | 8,378   | 268     | 10,830  | -18,619 | 2.100  |
| www.wor |         | www.wor | 77      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/jam |         |         |         |         |         |         |        |
| ulation |         | aica-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Lithuan | http:// | 2,876,4 | -0.48 % | -13,822 | 46      | 62,674  | -29,243 | 1.600  |
| www.wor | ia      | www.wor | 75      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/lit |         |         |         |         |         |         |        |
| ulation |         | huania- |         |         |         |         |         |         |        |
| -by-cou |         | populat |         |         |         |         |         |         |        |
| ntry/   |         | ion/    |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Qatar   | http:// | 2,694,8 | 2.11 %  | 55,638  | 232     | 11,610  | 120,400 | 2      |
| www.wor |         | www.wor | 49      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/qat |         |         |         |         |         |         |        |
| ulation |         | ar-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Namibia | http:// | 2,587,8 | 2.13 %  | 54,007  | 3       | 823,290 | -274    | 3.600  |
| www.wor |         | www.wor | 01      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/nam |         |         |         |         |         |         |        |
| ulation |         | ibia-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Botswan | http:// | 2,333,2 | 1.81 %  | 41,540  | 4       | 566,730 | 3,000   | 2.900  |
| www.wor | a       | www.wor | 01      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/bot |         |         |         |         |         |         |        |
| ulation |         | swana-p |         |         |         |         |         |         |        |
| -by-cou |         | opulati |         |         |         |         |         |         |        |
| ntry/   |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Lesotho | http:// | 2,263,0 | 1.33 %  | 29,671  | 75      | 30,360  | -5,000  | 3.300  |
| www.wor |         | www.wor | 10      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/les |         |         |         |         |         |         |        |
| ulation |         | otho-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Gambia  | http:// | 2,163,7 | 3.01 %  | 63,197  | 214     | 10,120  | -2,695  | 5.600  |
| www.wor |         | www.wor | 65      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/gam |         |         |         |         |         |         |        |
| ulation |         | bia-pop |         |         |         |         |         |         |        |
| -by-cou |         | ulation |         |         |         |         |         |         |        |
| ntry/   |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | TFYR Ma | http:// | 2,085,0 | 0.09 %  | 1,891   | 83      | 25,220  | -1,771  | 1.500  |
| www.wor | cedonia | www.wor | 51      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/mac |         |         |         |         |         |         |        |
| ulation |         | edonia- |         |         |         |         |         |         |        |
| -by-cou |         | populat |         |         |         |         |         |         |        |
| ntry/   |         | ion/    |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Sloveni | http:// | 2,081,2 | 0.06 %  | 1,284   | 103     | 20,140  | 3,314   | 1.600  |
| www.wor | a       | www.wor | 60      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/slo |         |         |         |         |         |         |        |
| ulation |         | venia-p |         |         |         |         |         |         |        |
| -by-cou |         | opulati |         |         |         |         |         |         |        |
| ntry/   |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Gabon   | http:// | 2,067,5 | 2.09 %  | 42,424  | 8       | 257,670 | 17,088  | 4      |
| www.wor |         | www.wor | 61      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/gab |         |         |         |         |         |         |        |
| ulation |         | on-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Latvia  | http:// | 1,929,9 | -1.01 % | -19,732 | 31      | 62,200  | -16,665 | 1.500  |
| www.wor |         | www.wor | 38      |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/lat |         |         |         |         |         |         |        |
| ulation |         | via-pop |         |         |         |         |         |         |        |
| -by-cou |         | ulation |         |         |         |         |         |         |        |
| ntry/   |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
