+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| url   | State | State | Abbre | State | Capit | Capit | Area_ | Popu | Popu | Popu | Popu | Note |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e's  |
|       |       |       |       |       |       |       |       |      |      |      |      | larg |
|       |       |       |       |       |       |       |       |      |      |      |      | est  |
|       |       |       |       |       |       |       |       |      |      |      |      | city |
|       |       |       |       |       |       |       |       |      |      |      |      | .    |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Oklah | https | OK    | 1907  | Oklah | 1910  | 607   | 580, | 1,25 | 1    | 27   | Shor |
| ://en | oma   | ://en |       |       | oma   |       |       | 000  | 2,98 |      |      | test |
| .wiki |       | .wiki |       |       | City  |       |       |      | 7    |      |      | serv |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | ing  |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | curr |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | ent  |
| List_ |       | Oklah |       |       |       |       |       |      |      |      |      | stat |
| of_ca |       | oma   |       |       |       |       |       |      |      |      |      | e ca |
| pital |       |       |       |       |       |       |       |      |      |      |      | pita |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | l.   |
| the_U |       |       |       |       |       |       |       |      |      |      |      |      |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Orego | https | OR    | 1859  | Salem | 1855  | 45.70 | 154, | 390, | 3    | 151  | Port |
| ://en | n     | ://en |       |       |       |       | 0     | 637  | 738  |      |      | land |
| .wiki |       | .wiki |       |       |       |       |       |      |      |      |      | is   |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | the  |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | stat |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | e's  |
| List_ |       | Orego |       |       |       |       |       |      |      |      |      | larg |
| of_ca |       | n     |       |       |       |       |       |      |      |      |      | est  |
| pital |       |       |       |       |       |       |       |      |      |      |      | city |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | .    |
| the_U |       |       |       |       |       |       |       |      |      |      |      |      |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Penns | https | PA    | 1787  | Harri | 1812  | 8.110 | 49,5 | 647, | 9    |      | Phil |
| ://en | ylvan | ://en |       |       | sburg |       |       | 28   | 390  |      |      | adel |
| .wiki | ia    | .wiki |       |       |       |       |       |      |      |      |      | phia |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | is   |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | the  |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | stat |
| List_ |       | Penns |       |       |       |       |       |      |      |      |      | e's  |
| of_ca |       | ylvan |       |       |       |       |       |      |      |      |      | larg |
| pital |       | ia    |       |       |       |       |       |      |      |      |      | est  |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | city |
| the_U |       |       |       |       |       |       |       |      |      |      |      | .    |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Rhode | https | RI    | 1790  | Provi | 1900  | 18.50 | 178, | 1,63 | 1    | 137  | Also |
| ://en | Islan | ://en |       |       | dence |       | 0     | 042  | 0,95 |      |      | serv |
| .wiki | d     | .wiki |       |       |       |       |       |      | 6    |      |      | ed   |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | as   |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | the  |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | stat |
| List_ |       | Rhode |       |       |       |       |       |      |      |      |      | e's  |
| of_ca |       | _Isla |       |       |       |       |       |      |      |      |      | capi |
| pital |       | nd    |       |       |       |       |       |      |      |      |      | tal  |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | from |
| the_U |       |       |       |       |       |       |       |      |      |      |      | 1636 |
| nited |       |       |       |       |       |       |       |      |      |      |      | –168 |
| _Stat |       |       |       |       |       |       |       |      |      |      |      | 6    |
| es    |       |       |       |       |       |       |       |      |      |      |      | and  |
|       |       |       |       |       |       |       |       |      |      |      |      | 1689 |
|       |       |       |       |       |       |       |       |      |      |      |      | –177 |
|       |       |       |       |       |       |       |       |      |      |      |      | 6.   |
|       |       |       |       |       |       |       |       |      |      |      |      | It   |
|       |       |       |       |       |       |       |       |      |      |      |      | was  |
|       |       |       |       |       |       |       |       |      |      |      |      | one  |
|       |       |       |       |       |       |       |       |      |      |      |      | of   |
|       |       |       |       |       |       |       |       |      |      |      |      | five |
|       |       |       |       |       |       |       |       |      |      |      |      | co-c |
|       |       |       |       |       |       |       |       |      |      |      |      | apit |
|       |       |       |       |       |       |       |       |      |      |      |      | als  |
|       |       |       |       |       |       |       |       |      |      |      |      | 1776 |
|       |       |       |       |       |       |       |       |      |      |      |      | –185 |
|       |       |       |       |       |       |       |       |      |      |      |      | 3,   |
|       |       |       |       |       |       |       |       |      |      |      |      | and  |
|       |       |       |       |       |       |       |       |      |      |      |      | one  |
|       |       |       |       |       |       |       |       |      |      |      |      | of   |
|       |       |       |       |       |       |       |       |      |      |      |      | two  |
|       |       |       |       |       |       |       |       |      |      |      |      | co-c |
|       |       |       |       |       |       |       |       |      |      |      |      | apit |
|       |       |       |       |       |       |       |       |      |      |      |      | als  |
|       |       |       |       |       |       |       |       |      |      |      |      | 1853 |
|       |       |       |       |       |       |       |       |      |      |      |      | –190 |
|       |       |       |       |       |       |       |       |      |      |      |      | 0.   |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | South | https | SC    | 1788  | Colum | 1786  | 125.2 | 131, | 913, | 2    | 199  | Char |
| ://en | Carol | ://en |       |       | bia   |       | 00    | 686  | 797  |      |      | lest |
| .wiki | ina   | .wiki |       |       |       |       |       |      |      |      |      | on   |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | is   |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | the  |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | stat |
| List_ |       | South |       |       |       |       |       |      |      |      |      | e's  |
| of_ca |       | _Caro |       |       |       |       |       |      |      |      |      | larg |
| pital |       | lina  |       |       |       |       |       |      |      |      |      | est  |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | city |
| the_U |       |       |       |       |       |       |       |      |      |      |      | , wh |
| nited |       |       |       |       |       |       |       |      |      |      |      | ile  |
| _Stat |       |       |       |       |       |       |       |      |      |      |      | Gree |
| es    |       |       |       |       |       |       |       |      |      |      |      | nvil |
|       |       |       |       |       |       |       |       |      |      |      |      | le   |
|       |       |       |       |       |       |       |       |      |      |      |      | is   |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | Larg |
|       |       |       |       |       |       |       |       |      |      |      |      | est  |
|       |       |       |       |       |       |       |       |      |      |      |      | Metr |
|       |       |       |       |       |       |       |       |      |      |      |      | o ar |
|       |       |       |       |       |       |       |       |      |      |      |      | ea.  |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | South | https | SD    | 1889  | Pierr | 1889  | 13    | 13,6 |      | 8    |      | Siou |
| ://en | Dakot | ://en |       |       | e     |       |       | 46   |      |      |      | x Fa |
| .wiki | a     | .wiki |       |       |       |       |       |      |      |      |      | lls  |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | is   |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | the  |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | stat |
| List_ |       | South |       |       |       |       |       |      |      |      |      | e's  |
| of_ca |       | _Dako |       |       |       |       |       |      |      |      |      | larg |
| pital |       | ta    |       |       |       |       |       |      |      |      |      | est  |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | city |
| the_U |       |       |       |       |       |       |       |      |      |      |      | .    |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Tenne | https | TN    | 1796  | Nashv | 1826  | 473.3 | 635, | 1,58 | 1    | 24   |      |
| ://en | ssee  | ://en |       |       | ille  |       | 00    | 710  | 2,26 |      |      |      |
| .wiki |       | .wiki |       |       |       |       |       |      | 4    |      |      |      |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      |      |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      |      |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      |      |
| List_ |       | Tenne |       |       |       |       |       |      |      |      |      |      |
| of_ca |       | ssee  |       |       |       |       |       |      |      |      |      |      |
| pital |       |       |       |       |       |       |       |      |      |      |      |      |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      |      |
| the_U |       |       |       |       |       |       |       |      |      |      |      |      |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Texas | https | TX    | 1845  | Austi | 1839  | 251.5 | 790, | 1,71 | 4    | 11   | Hous |
| ://en |       | ://en |       |       | n     |       | 00    | 390  | 6,29 |      |      | ton  |
| .wiki |       | .wiki |       |       |       |       |       |      | 1    |      |      | is   |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | the  |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | stat |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | e's  |
| List_ |       | Texas |       |       |       |       |       |      |      |      |      | larg |
| of_ca |       |       |       |       |       |       |       |      |      |      |      | est  |
| pital |       |       |       |       |       |       |       |      |      |      |      | city |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | and  |
| the_U |       |       |       |       |       |       |       |      |      |      |      | the  |
| nited |       |       |       |       |       |       |       |      |      |      |      | prev |
| _Stat |       |       |       |       |       |       |       |      |      |      |      | ious |
| es    |       |       |       |       |       |       |       |      |      |      |      | capi |
|       |       |       |       |       |       |       |       |      |      |      |      | tal, |
|       |       |       |       |       |       |       |       |      |      |      |      | and  |
|       |       |       |       |       |       |       |       |      |      |      |      | Dall |
|       |       |       |       |       |       |       |       |      |      |      |      | as–F |
|       |       |       |       |       |       |       |       |      |      |      |      | ort  |
|       |       |       |       |       |       |       |       |      |      |      |      | Wort |
|       |       |       |       |       |       |       |       |      |      |      |      | h is |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | larg |
|       |       |       |       |       |       |       |       |      |      |      |      | est  |
|       |       |       |       |       |       |       |       |      |      |      |      | metr |
|       |       |       |       |       |       |       |       |      |      |      |      | o ar |
|       |       |       |       |       |       |       |       |      |      |      |      | ea.  |
|       |       |       |       |       |       |       |       |      |      |      |      | Aust |
|       |       |       |       |       |       |       |       |      |      |      |      | in   |
|       |       |       |       |       |       |       |       |      |      |      |      | is   |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | larg |
|       |       |       |       |       |       |       |       |      |      |      |      | est  |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e ca |
|       |       |       |       |       |       |       |       |      |      |      |      | pita |
|       |       |       |       |       |       |       |       |      |      |      |      | l    |
|       |       |       |       |       |       |       |       |      |      |      |      | that |
|       |       |       |       |       |       |       |       |      |      |      |      | is   |
|       |       |       |       |       |       |       |       |      |      |      |      | not  |
|       |       |       |       |       |       |       |       |      |      |      |      | also |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e's  |
|       |       |       |       |       |       |       |       |      |      |      |      | larg |
|       |       |       |       |       |       |       |       |      |      |      |      | est  |
|       |       |       |       |       |       |       |       |      |      |      |      | city |
|       |       |       |       |       |       |       |       |      |      |      |      | by p |
|       |       |       |       |       |       |       |       |      |      |      |      | opul |
|       |       |       |       |       |       |       |       |      |      |      |      | atio |
|       |       |       |       |       |       |       |       |      |      |      |      | n.   |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Utah  | https | UT    | 1896  | Salt  | 1858  | 109.1 | 186, | 1,12 | 1    | 123  |      |
| ://en |       | ://en |       |       | Lake  |       | 00    | 440  | 4,19 |      |      |      |
| .wiki |       | .wiki |       |       | City  |       |       |      | 7    |      |      |      |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      |      |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      |      |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      |      |
| List_ |       | Utah  |       |       |       |       |       |      |      |      |      |      |
| of_ca |       |       |       |       |       |       |       |      |      |      |      |      |
| pital |       |       |       |       |       |       |       |      |      |      |      |      |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      |      |
| the_U |       |       |       |       |       |       |       |      |      |      |      |      |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Vermo | https | VT    | 1791  | Montp | 1805  | 10.20 | 7,85 |      | 6    |      | Leas |
| ://en | nt    | ://en |       |       | elier |       | 0     | 5    |      |      |      | t po |
| .wiki |       | .wiki |       |       |       |       |       |      |      |      |      | pulo |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | us   |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | U.S. |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | stat |
| List_ |       | Vermo |       |       |       |       |       |      |      |      |      | e ca |
| of_ca |       | nt    |       |       |       |       |       |      |      |      |      | pita |
| pital |       |       |       |       |       |       |       |      |      |      |      | l. B |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | urli |
| the_U |       |       |       |       |       |       |       |      |      |      |      | ngto |
| nited |       |       |       |       |       |       |       |      |      |      |      | n is |
| _Stat |       |       |       |       |       |       |       |      |      |      |      | the  |
| es    |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e's  |
|       |       |       |       |       |       |       |       |      |      |      |      | most |
|       |       |       |       |       |       |       |       |      |      |      |      | popu |
|       |       |       |       |       |       |       |       |      |      |      |      | lous |
|       |       |       |       |       |       |       |       |      |      |      |      | city |
|       |       |       |       |       |       |       |       |      |      |      |      | and  |
|       |       |       |       |       |       |       |       |      |      |      |      | has  |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | lowe |
|       |       |       |       |       |       |       |       |      |      |      |      | st p |
|       |       |       |       |       |       |       |       |      |      |      |      | opul |
|       |       |       |       |       |       |       |       |      |      |      |      | atio |
|       |       |       |       |       |       |       |       |      |      |      |      | n of |
|       |       |       |       |       |       |       |       |      |      |      |      | thos |
|       |       |       |       |       |       |       |       |      |      |      |      | e ci |
|       |       |       |       |       |       |       |       |      |      |      |      | ties |
|       |       |       |       |       |       |       |       |      |      |      |      | that |
|       |       |       |       |       |       |       |       |      |      |      |      | are  |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | most |
|       |       |       |       |       |       |       |       |      |      |      |      | popu |
|       |       |       |       |       |       |       |       |      |      |      |      | lous |
|       |       |       |       |       |       |       |       |      |      |      |      | in t |
|       |       |       |       |       |       |       |       |      |      |      |      | heir |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e.   |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Virgi | https | VA    | 1788  | Richm | 1780  | 60.10 | 204, | 1,23 | 4    | 98   | Virg |
| ://en | nia   | ://en |       |       | ond   |       | 0     | 214  | 1,67 |      |      | inia |
| .wiki |       | .wiki |       |       |       |       |       |      | 5    |      |      | Beac |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | h    |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | and  |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | Norf |
| List_ |       | Virgi |       |       |       |       |       |      |      |      |      | olk  |
| of_ca |       | nia   |       |       |       |       |       |      |      |      |      | are  |
| pital |       |       |       |       |       |       |       |      |      |      |      | the  |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | stat |
| the_U |       |       |       |       |       |       |       |      |      |      |      | e's  |
| nited |       |       |       |       |       |       |       |      |      |      |      | larg |
| _Stat |       |       |       |       |       |       |       |      |      |      |      | est  |
| es    |       |       |       |       |       |       |       |      |      |      |      | citi |
|       |       |       |       |       |       |       |       |      |      |      |      | es,  |
|       |       |       |       |       |       |       |       |      |      |      |      | and  |
|       |       |       |       |       |       |       |       |      |      |      |      | Hamp |
|       |       |       |       |       |       |       |       |      |      |      |      | ton  |
|       |       |       |       |       |       |       |       |      |      |      |      | Road |
|       |       |       |       |       |       |       |       |      |      |      |      | s is |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e's  |
|       |       |       |       |       |       |       |       |      |      |      |      | larg |
|       |       |       |       |       |       |       |       |      |      |      |      | est  |
|       |       |       |       |       |       |       |       |      |      |      |      | metr |
|       |       |       |       |       |       |       |       |      |      |      |      | o    |
|       |       |       |       |       |       |       |       |      |      |      |      | area |
|       |       |       |       |       |       |       |       |      |      |      |      | base |
|       |       |       |       |       |       |       |       |      |      |      |      | d in |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e. R |
|       |       |       |       |       |       |       |       |      |      |      |      | ichm |
|       |       |       |       |       |       |       |       |      |      |      |      | ond  |
|       |       |       |       |       |       |       |       |      |      |      |      | is   |
|       |       |       |       |       |       |       |       |      |      |      |      | one  |
|       |       |       |       |       |       |       |       |      |      |      |      | of   |
|       |       |       |       |       |       |       |       |      |      |      |      | two  |
|       |       |       |       |       |       |       |       |      |      |      |      | inde |
|       |       |       |       |       |       |       |       |      |      |      |      | pend |
|       |       |       |       |       |       |       |       |      |      |      |      | ent  |
|       |       |       |       |       |       |       |       |      |      |      |      | citi |
|       |       |       |       |       |       |       |       |      |      |      |      | es   |
|       |       |       |       |       |       |       |       |      |      |      |      | that |
|       |       |       |       |       |       |       |       |      |      |      |      | serv |
|       |       |       |       |       |       |       |       |      |      |      |      | es   |
|       |       |       |       |       |       |       |       |      |      |      |      | as a |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e ca |
|       |       |       |       |       |       |       |       |      |      |      |      | pita |
|       |       |       |       |       |       |       |       |      |      |      |      | l. A |
|       |       |       |       |       |       |       |       |      |      |      |      | ltho |
|       |       |       |       |       |       |       |       |      |      |      |      | ugh  |
|       |       |       |       |       |       |       |       |      |      |      |      | Rich |
|       |       |       |       |       |       |       |       |      |      |      |      | mond |
|       |       |       |       |       |       |       |       |      |      |      |      | is   |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | coun |
|       |       |       |       |       |       |       |       |      |      |      |      | ty   |
|       |       |       |       |       |       |       |       |      |      |      |      | seat |
|       |       |       |       |       |       |       |       |      |      |      |      | of H |
|       |       |       |       |       |       |       |       |      |      |      |      | enri |
|       |       |       |       |       |       |       |       |      |      |      |      | co C |
|       |       |       |       |       |       |       |       |      |      |      |      | ount |
|       |       |       |       |       |       |       |       |      |      |      |      | y,   |
|       |       |       |       |       |       |       |       |      |      |      |      | it   |
|       |       |       |       |       |       |       |       |      |      |      |      | is   |
|       |       |       |       |       |       |       |       |      |      |      |      | not  |
|       |       |       |       |       |       |       |       |      |      |      |      | part |
|       |       |       |       |       |       |       |       |      |      |      |      | of   |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | coun |
|       |       |       |       |       |       |       |       |      |      |      |      | ty.  |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Washi | https | WA    | 1889  | Olymp | 1853  | 16.70 | 46,4 | 234, | 24   |      | Seat |
| ://en | ngton | ://en |       |       | ia    |       | 0     | 78   | 670  |      |      | tle  |
| .wiki |       | .wiki |       |       |       |       |       |      |      |      |      | is   |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | the  |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | stat |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | e's  |
| List_ |       | Washi |       |       |       |       |       |      |      |      |      | larg |
| of_ca |       | ngton |       |       |       |       |       |      |      |      |      | est  |
| pital |       | _(sta |       |       |       |       |       |      |      |      |      | city |
| s_in_ |       | te)   |       |       |       |       |       |      |      |      |      | .    |
| the_U |       |       |       |       |       |       |       |      |      |      |      |      |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | West  | https | WV    | 1863  | Charl | 1885  | 31.60 | 51,4 | 304, | 1    |      | Char |
| ://en | Virgi | ://en |       |       | eston |       | 0     | 00   | 214  |      |      | lest |
| .wiki | nia   | .wiki |       |       |       |       |       |      |      |      |      | on   |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | is   |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | the  |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | smal |
| List_ |       | West_ |       |       |       |       |       |      |      |      |      | lest |
| of_ca |       | Virgi |       |       |       |       |       |      |      |      |      | capi |
| pital |       | nia   |       |       |       |       |       |      |      |      |      | tal  |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | city |
| the_U |       |       |       |       |       |       |       |      |      |      |      | that |
| nited |       |       |       |       |       |       |       |      |      |      |      | is s |
| _Stat |       |       |       |       |       |       |       |      |      |      |      | till |
| es    |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | most |
|       |       |       |       |       |       |       |       |      |      |      |      | popu |
|       |       |       |       |       |       |       |       |      |      |      |      | lous |
|       |       |       |       |       |       |       |       |      |      |      |      | city |
|       |       |       |       |       |       |       |       |      |      |      |      | in   |
|       |       |       |       |       |       |       |       |      |      |      |      | its  |
|       |       |       |       |       |       |       |       |      |      |      |      | stat |
|       |       |       |       |       |       |       |       |      |      |      |      | e. H |
|       |       |       |       |       |       |       |       |      |      |      |      | unti |
|       |       |       |       |       |       |       |       |      |      |      |      | ngto |
|       |       |       |       |       |       |       |       |      |      |      |      | n    |
|       |       |       |       |       |       |       |       |      |      |      |      | has  |
|       |       |       |       |       |       |       |       |      |      |      |      | the  |
|       |       |       |       |       |       |       |       |      |      |      |      | larg |
|       |       |       |       |       |       |       |       |      |      |      |      | est  |
|       |       |       |       |       |       |       |       |      |      |      |      | metr |
|       |       |       |       |       |       |       |       |      |      |      |      | opol |
|       |       |       |       |       |       |       |       |      |      |      |      | itan |
|       |       |       |       |       |       |       |       |      |      |      |      | area |
|       |       |       |       |       |       |       |       |      |      |      |      | .    |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Wisco | https | WI    | 1848  | Madis | 1838  | 68.70 | 233, | 561, | 2    | 82   | Milw |
| ://en | nsin  | ://en |       |       | on    |       | 0     | 209  | 505  |      |      | auke |
| .wiki |       | .wiki |       |       |       |       |       |      |      |      |      | e is |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      | the  |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      | stat |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      | e's  |
| List_ |       | Wisco |       |       |       |       |       |      |      |      |      | larg |
| of_ca |       | nsin  |       |       |       |       |       |      |      |      |      | est  |
| pital |       |       |       |       |       |       |       |      |      |      |      | city |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      | .    |
| the_U |       |       |       |       |       |       |       |      |      |      |      |      |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| https | Wyomi | https | WY    | 1890  | Cheye | 1869  | 21.10 | 59,4 | 91,7 | 1    |      |      |
| ://en | ng    | ://en |       |       | nne   |       | 0     | 66   | 38   |      |      |      |
| .wiki |       | .wiki |       |       |       |       |       |      |      |      |      |      |
| pedia |       | pedia |       |       |       |       |       |      |      |      |      |      |
| .org/ |       | .org/ |       |       |       |       |       |      |      |      |      |      |
| wiki/ |       | wiki/ |       |       |       |       |       |      |      |      |      |      |
| List_ |       | Wyomi |       |       |       |       |       |      |      |      |      |      |
| of_ca |       | ng    |       |       |       |       |       |      |      |      |      |      |
| pital |       |       |       |       |       |       |       |      |      |      |      |      |
| s_in_ |       |       |       |       |       |       |       |      |      |      |      |      |
| the_U |       |       |       |       |       |       |       |      |      |      |      |      |
| nited |       |       |       |       |       |       |       |      |      |      |      |      |
| _Stat |       |       |       |       |       |       |       |      |      |      |      |      |
| es    |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
